src,dst,sum,mean,median,std,max,min,count,is_sar
0,858,2655.36,663.84,511.41,325.48555359646906,1150.32,482.22,4,0
1,372,1364.81,1364.81,1364.81,0.0,1364.81,1364.81,1,1
1,639,1380.89,1380.89,1380.89,0.0,1380.89,1380.89,1,1
1,863,1333.21,444.40333333333336,447.11,72.8377274036837,515.85,370.25,3,0
2,921,3265.3599999999997,653.0719999999999,605.01,197.397339698386,945.75,402.7,5,0
3,343,3965.09,991.2725,968.58,45.38499999999992,1059.35,968.58,4,0
4,205,717.69,717.69,717.69,0.0,717.69,717.69,1,1
4,696,4008.68,668.1133333333333,368.27,552.1346352355255,1733.99,356.23,6,0
4,888,797.44,797.44,797.44,0.0,797.44,797.44,1,1
5,371,2114.52,422.904,613.2,264.40066249917004,613.2,74.07,5,0
6,711,145.97,72.985,72.985,61.72335092977372,116.63,29.34,2,0
7,353,1463.55,1463.55,1463.55,0.0,1463.55,1463.55,1,1
7,622,724.21,724.21,724.21,0.0,724.21,724.21,1,1
7,835,900.8900000000001,450.44500000000005,450.44500000000005,118.80101030715191,534.45,366.44,2,0
7,922,774.2,774.2,774.2,0.0,774.2,774.2,1,1
8,919,1465.04,488.34666666666664,549.57,291.47792477876146,744.35,171.12,3,0
9,819,6654.92,950.7028571428572,855.31,215.91406938211054,1434.61,855.31,7,0
10,352,1200.01,300.0025,340.015,164.19971424558977,430.46,89.52,4,0
11,105,1425.14,1425.14,1425.14,0.0,1425.14,1425.14,1,1
11,795,62539.55,1302.9072916666667,1324.0,148.9425643082649,1342.88,292.67,48,0
12,702,1700.02,566.6733333333333,463.08,179.42891665875192,773.86,463.08,3,0
13,234,934.98,934.98,934.98,0.0,934.98,934.98,1,1
13,316,2931.0299999999997,488.50499999999994,404.475,152.87312710218234,705.33,377.82,6,0
14,418,964.97,964.97,964.97,0.0,964.97,964.97,1,1
14,478,730.52,730.52,730.52,0.0,730.52,730.52,1,1
14,664,1524.48,508.16,412.35,165.9477878731741,699.78,412.35,3,0
15,73,864.32,864.32,864.32,0.0,864.32,864.32,1,1
15,610,3089.61,772.4025,791.58,58.47651515779647,819.51,686.94,4,0
16,609,1523.12,1523.12,1523.12,0.0,1523.12,1523.12,1,1
16,631,2520.15,504.03000000000003,480.39,324.23414348276157,1008.85,102.23,5,0
17,312,1644.71,1644.71,1644.71,0.0,1644.71,1644.71,1,1
17,600,3071.56,767.89,801.79,257.4741308688441,1036.84,431.14,4,0
17,873,1480.24,1480.24,1480.24,0.0,1480.24,1480.24,1,1
18,592,1340.32,1340.32,1340.32,0.0,1340.32,1340.32,1,1
18,868,5001.95,1000.39,884.71,395.00122873226604,1392.54,466.54,5,0
19,82,1363.32,1363.32,1363.32,0.0,1363.32,1363.32,1,1
19,347,3343.3500000000004,668.6700000000001,673.22,287.255917606583,1080.94,269.2,5,0
20,885,4118.67,1029.6675,1105.95,208.02820936514033,1184.2,722.57,4,0
21,686,2940.6400000000003,588.128,179.69,672.5178040914604,1728.97,179.69,5,0
22,753,6359.7,1589.925,1572.21,74.22782295069682,1695.03,1520.25,4,0
23,418,913.04,913.04,913.04,0.0,913.04,913.04,1,1
23,471,6277.42,1255.484,1512.63,574.995936142161,1512.63,226.9,5,0
23,478,548.52,548.52,548.52,0.0,548.52,548.52,1,1
24,356,3433.65,858.4125,871.28,301.5035651945098,1197.4,493.69,4,0
24,680,1264.09,1264.09,1264.09,0.0,1264.09,1264.09,1,1
25,305,1641.31,1641.31,1641.31,0.0,1641.31,1641.31,1,1
