account,num_outgoing_txs_1,num_outgoing_txs_2,num_outgoing_txs_3,sum_outgoing_txs_1,sum_outgoing_txs_2,sum_outgoing_txs_3,freq_outgoing_txs_1,freq_outgoing_txs_2,freq_outgoing_txs_3,num_txs_1,num_txs_2,num_txs_3,sum_txs_1,sum_txs_2,sum_txs_3,freq_txs_1,freq_txs_2,freq_txs_3,num_unique_counterparties_1,num_unique_counterparties_2,num_unique_counterparties_3,freq_unique_counterparties_1,freq_unique_counterparties_2,freq_unique_counterparties_3,num_phone_changes_1,num_phone_changes_2,num_phone_changes_3,freq_phone_changes_1,freq_phone_changes_2,freq_phone_changes_3,num_bank_changes_1,num_bank_changes_2,num_bank_changes_3,freq_bank_changes_1,freq_bank_changes_2,freq_bank_changes_3,is_sar
14,46,29,23,30203.92,18125.109999999997,14429.249999999998,0.12568306010928962,0.15846994535519127,0.1885245901639344,46,29,23,30203.92,18125.109999999997,14429.249999999998,0.12568306010928962,0.15846994535519127,0.1885245901639344,20,16,14,0.0546448087431694,0.08743169398907104,0.11475409836065574,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0
38,4,4,4,1896.45,1896.45,1896.45,0.01092896174863388,0.02185792349726776,0.03278688524590164,4,4,4,1896.45,1896.45,1896.45,0.01092896174863388,0.02185792349726776,0.03278688524590164,4,4,4,0.01092896174863388,0.02185792349726776,0.03278688524590164,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0
93,32,29,19,21973.760000000002,19533.769999999997,13338.15,0.08743169398907104,0.15846994535519127,0.1557377049180328,32,29,19,21973.760000000002,19533.769999999997,13338.15,0.08743169398907104,0.15846994535519127,0.1557377049180328,12,12,10,0.03278688524590164,0.06557377049180328,0.08196721311475409,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0
123,12,11,10,7713.610000000001,7524.23,6763.32,0.03278688524590164,0.060109289617486336,0.08196721311475409,12,11,10,7713.610000000001,7524.23,6763.32,0.03278688524590164,0.060109289617486336,0.08196721311475409,10,9,8,0.0273224043715847,0.04918032786885246,0.06557377049180328,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0
153,23,19,13,11917.889999999996,10249.529999999999,7081.339999999999,0.06284153005464481,0.10382513661202186,0.10655737704918032,23,19,13,11917.889999999996,10249.529999999999,7081.339999999999,0.06284153005464481,0.10382513661202186,0.10655737704918032,12,11,9,0.03278688524590164,0.060109289617486336,0.07377049180327869,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0
168,24,24,22,14326.07,14326.07,12947.949999999999,0.06557377049180328,0.13114754098360656,0.18032786885245902,24,24,22,14326.07,14326.07,12947.949999999999,0.06557377049180328,0.13114754098360656,0.18032786885245902,11,11,10,0.030054644808743168,0.060109289617486336,0.08196721311475409,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0
292,11,10,9,7466.069999999999,6415.82,5802.85,0.030054644808743168,0.0546448087431694,0.07377049180327869,11,10,9,7466.069999999999,6415.82,5802.85,0.030054644808743168,0.0546448087431694,0.07377049180327869,7,6,6,0.01912568306010929,0.03278688524590164,0.04918032786885246,1,0,0,0.00273224043715847,0.0,0.0,0,0,0,0.0,0.0,0.0,0
335,27,26,24,19173.51,18535.03,17587.89,0.07377049180327869,0.14207650273224043,0.19672131147540983,27,26,24,19173.51,18535.03,17587.89,0.07377049180327869,0.14207650273224043,0.19672131147540983,14,14,12,0.03825136612021858,0.07650273224043716,0.09836065573770492,1,1,1,0.00273224043715847,0.00546448087431694,0.00819672131147541,0,0,0,0.0,0.0,0.0,0
641,20,18,13,14752.9,12861.29,9626.650000000001,0.0546448087431694,0.09836065573770492,0.10655737704918032,20,18,13,14752.9,12861.29,9626.650000000001,0.0546448087431694,0.09836065573770492,0.10655737704918032,13,13,10,0.03551912568306011,0.07103825136612021,0.08196721311475409,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0
659,11,9,8,7171.5599999999995,5963.62,4785.37,0.030054644808743168,0.04918032786885246,0.06557377049180328,11,9,8,7171.5599999999995,5963.62,4785.37,0.030054644808743168,0.04918032786885246,0.06557377049180328,10,9,8,0.0273224043715847,0.04918032786885246,0.06557377049180328,1,1,1,0.00273224043715847,0.00546448087431694,0.00819672131147541,0,0,0,0.0,0.0,0.0,0
