account,num_outgoing_txs_1,num_outgoing_txs_2,num_outgoing_txs_3,sum_outgoing_txs_1,sum_outgoing_txs_2,sum_outgoing_txs_3,freq_outgoing_txs_1,freq_outgoing_txs_2,freq_outgoing_txs_3,num_txs_1,num_txs_2,num_txs_3,sum_txs_1,sum_txs_2,sum_txs_3,freq_txs_1,freq_txs_2,freq_txs_3,num_unique_counterparties_1,num_unique_counterparties_2,num_unique_counterparties_3,freq_unique_counterparties_1,freq_unique_counterparties_2,freq_unique_counterparties_3,num_phone_changes_1,num_phone_changes_2,num_phone_changes_3,freq_phone_changes_1,freq_phone_changes_2,freq_phone_changes_3,num_bank_changes_1,num_bank_changes_2,num_bank_changes_3,freq_bank_changes_1,freq_bank_changes_2,freq_bank_changes_3,is_sar
0.0,108.0,93.0,70.0,69116.43999999999,60817.0,46513.96000000001,0.29508196721311475,0.5081967213114754,0.5737704918032787,108.0,93.0,70.0,69116.43999999999,60817.0,46513.96000000001,0.29508196721311475,0.5081967213114754,0.5737704918032787,79.0,69.0,52.0,0.21584699453551912,0.3770491803278688,0.4262295081967213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,98.0,78.0,61.0,68274.71999999999,54880.10000000001,43522.44000000001,0.2677595628415301,0.4262295081967213,0.5,98.0,78.0,61.0,68274.71999999999,54880.10000000001,43522.44000000001,0.2677595628415301,0.4262295081967213,0.5,77.0,63.0,52.0,0.2103825136612022,0.3442622950819672,0.4262295081967213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,158.0,133.0,104.0,103334.0,86088.04999999999,67985.02,0.43169398907103823,0.726775956284153,0.8524590163934426,158.0,133.0,104.0,103334.0,86088.04999999999,67985.02,0.43169398907103823,0.726775956284153,0.8524590163934426,102.0,91.0,76.0,0.2786885245901639,0.4972677595628415,0.6229508196721312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.00273224043715847,0.00546448087431694,0.00819672131147541,0.0
3.0,111.0,92.0,74.0,67678.09,56301.27999999999,42865.23999999999,0.30327868852459017,0.5027322404371585,0.6065573770491803,111.0,92.0,74.0,67678.09,56301.27999999999,42865.23999999999,0.30327868852459017,0.5027322404371585,0.6065573770491803,81.0,67.0,55.0,0.22131147540983606,0.366120218579235,0.45081967213114754,1.0,1.0,1.0,0.00273224043715847,0.00546448087431694,0.00819672131147541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,114.0,96.0,77.0,73797.37000000001,63504.33,49996.3,0.3114754098360656,0.5245901639344263,0.6311475409836066,114.0,96.0,77.0,73797.37000000001,63504.33,49996.3,0.3114754098360656,0.5245901639344263,0.6311475409836066,75.0,67.0,54.0,0.20491803278688525,0.366120218579235,0.4426229508196721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,105.0,88.0,66.0,70095.09000000001,59417.15,43030.06999999999,0.28688524590163933,0.4808743169398907,0.5409836065573771,105.0,88.0,66.0,70095.09000000001,59417.15,43030.06999999999,0.28688524590163933,0.4808743169398907,0.5409836065573771,72.0,66.0,50.0,0.19672131147540983,0.36065573770491804,0.4098360655737705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,128.0,101.0,87.0,81206.16999999998,62449.08999999999,53417.12999999999,0.34972677595628415,0.5519125683060109,0.7131147540983607,128.0,101.0,87.0,81206.16999999998,62449.08999999999,53417.12999999999,0.34972677595628415,0.5519125683060109,0.7131147540983607,69.0,60.0,53.0,0.1885245901639344,0.32786885245901637,0.4344262295081967,1.0,1.0,1.0,0.00273224043715847,0.00546448087431694,0.00819672131147541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,115.0,90.0,71.0,71491.54999999999,53877.67999999999,42561.96,0.31420765027322406,0.4918032786885246,0.5819672131147541,115.0,90.0,71.0,71491.54999999999,53877.67999999999,42561.96,0.31420765027322406,0.4918032786885246,0.5819672131147541,81.0,68.0,54.0,0.22131147540983606,0.37158469945355194,0.4426229508196721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,126.0,99.0,82.0,70663.71999999999,57013.67,47860.5,0.3442622950819672,0.5409836065573771,0.6721311475409836,126.0,99.0,82.0,70663.71999999999,57013.67,47860.5,0.3442622950819672,0.5409836065573771,0.6721311475409836,78.0,69.0,62.0,0.21311475409836064,0.3770491803278688,0.5081967213114754,1.0,0.0,1.0,0.00273224043715847,0.0,0.00819672131147541,1.0,1.0,0.0,0.00273224043715847,0.00546448087431694,0.0,0.0
9.0,136.0,111.0,95.0,93387.17,75305.03,62794.119999999995,0.37158469945355194,0.6065573770491803,0.7786885245901639,136.0,111.0,95.0,93387.17,75305.03,62794.119999999995,0.37158469945355194,0.6065573770491803,0.7786885245901639,78.0,70.0,66.0,0.21311475409836064,0.3825136612021858,0.5409836065573771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
