ACCOUNT_ID,CUSTOMER_ID,INIT_BALANCE,COUNTRY,ACCOUNT_TYPE,IS_SAR,BANK_ID
0,C_0,31711.32,SWE,I,false,swedbank
1,C_1,68433.93,SWE,I,false,swedbank
2,C_2,76063.72,SWE,I,false,swedbank
3,C_3,65073.57,SWE,I,false,swedbank
4,C_4,21291.58,SWE,I,false,swedbank
5,C_5,99563.71,SWE,I,false,swedbank
6,C_6,19375.91,SWE,I,false,swedbank
7,C_7,68326.92,SWE,I,false,swedbank
8,C_8,94130.20,SWE,I,false,swedbank
9,C_9,34164.91,SWE,I,false,swedbank
10,C_10,69973.20,SWE,I,false,swedbank
11,C_11,45969.05,SWE,I,false,swedbank
12,C_12,2770.18,SWE,I,false,swedbank
13,C_13,17862.33,SWE,I,false,swedbank
14,C_14,76809.09,SWE,I,false,swedbank
15,C_15,35510.02,SWE,I,true,swedbank
16,C_16,76735.41,SWE,I,false,swedbank
17,C_17,20122.53,SWE,I,false,swedbank
18,C_18,49581.94,SWE,I,false,swedbank
19,C_19,98305.59,SWE,I,false,swedbank
20,C_20,75949.46,SWE,I,false,swedbank
21,C_21,89915.81,SWE,I,false,swedbank
22,C_22,11270.42,SWE,I,false,swedbank
23,C_23,31254.91,SWE,I,false,swedbank
24,C_24,16304.16,SWE,I,false,swedbank
25,C_25,48778.92,SWE,I,false,swedbank
26,C_26,52763.19,SWE,I,false,swedbank
27,C_27,44465.81,SWE,I,false,swedbank
28,C_28,2203.18,SWE,I,false,swedbank
29,C_29,59907.00,SWE,I,false,swedbank
30,C_30,79261.58,SWE,I,false,swedbank
31,C_31,63012.84,SWE,I,false,swedbank
32,C_32,56294.29,SWE,I,false,swedbank
33,C_33,83284.77,SWE,I,true,swedbank
34,C_34,71079.33,SWE,I,true,swedbank
35,C_35,83450.39,SWE,I,false,swedbank
36,C_36,91048.33,SWE,I,false,swedbank
37,C_37,69870.83,SWE,I,false,swedbank
38,C_38,52999.60,SWE,I,false,swedbank
39,C_39,97992.84,SWE,I,false,swedbank
40,C_40,41990.90,SWE,I,false,swedbank
41,C_41,20297.14,SWE,I,false,swedbank
42,C_42,57303.98,SWE,I,false,swedbank
43,C_43,71885.50,SWE,I,false,swedbank
44,C_44,37646.37,SWE,I,false,swedbank
45,C_45,5377.27,SWE,I,false,swedbank
46,C_46,65223.35,SWE,I,false,swedbank
47,C_47,63640.33,SWE,I,false,swedbank
48,C_48,24881.45,SWE,I,true,swedbank
49,C_49,60626.78,SWE,I,false,swedbank
50,C_50,2622.46,SWE,I,false,swedbank
51,C_51,63305.89,SWE,I,false,swedbank
52,C_52,91382.21,SWE,I,false,swedbank
53,C_53,73582.71,SWE,I,false,swedbank
54,C_54,8166.13,SWE,I,true,swedbank
55,C_55,51125.56,SWE,I,false,swedbank
56,C_56,98179.40,SWE,I,false,swedbank
57,C_57,33066.08,SWE,I,false,swedbank
58,C_58,15663.84,SWE,I,false,swedbank
59,C_59,14446.53,SWE,I,false,swedbank
60,C_60,11178.89,SWE,I,false,swedbank
61,C_61,55363.46,SWE,I,false,swedbank
62,C_62,82685.74,SWE,I,false,swedbank
63,C_63,71490.87,SWE,I,false,swedbank
