alertID,reason,accountID,isMain,isSAR,modelID,minAmount,maxAmount,startStep,endStep,scheduleID,bankID,sourceType
0,fan_in,54431,true,true,2,800.00,800.00,39,295,2,others,CASH
0,fan_in,11851,false,true,2,800.00,800.00,39,295,2,swedbank,CASH
0,fan_in,48577,false,true,2,800.00,800.00,39,295,2,others,CASH
0,fan_in,33653,false,true,2,800.00,800.00,39,295,2,handelsbanken,CASH
0,fan_in,87852,false,true,2,800.00,800.00,39,295,2,others,CASH
1,fan_in,29487,true,true,2,500.00,500.00,28,38,2,handelsbanken,CASH
1,fan_in,46030,false,true,2,500.00,500.00,28,38,2,others,CASH
1,fan_in,74058,false,true,2,500.00,500.00,28,38,2,others,CASH
1,fan_in,82941,false,true,2,500.00,500.00,28,38,2,others,CASH
1,fan_in,79144,false,true,2,500.00,500.00,28,38,2,others,CASH
1,fan_in,10580,false,true,2,500.00,500.00,28,38,2,swedbank,CASH
2,fan_in,10580,true,true,2,600.00,600.00,204,215,2,swedbank,CASH
2,fan_in,29487,false,true,2,600.00,600.00,204,215,2,handelsbanken,CASH
2,fan_in,67945,false,true,2,600.00,600.00,204,215,2,others,CASH
2,fan_in,82941,false,true,2,600.00,600.00,204,215,2,others,CASH
2,fan_in,34957,false,true,2,600.00,600.00,204,215,2,handelsbanken,CASH
3,fan_in,58996,true,true,2,400.00,400.00,32,122,2,others,CASH
3,fan_in,57533,false,true,2,400.00,400.00,32,122,2,others,CASH
3,fan_in,63666,false,true,2,400.00,400.00,32,122,2,others,CASH
3,fan_in,67945,false,true,2,400.00,400.00,32,122,2,others,CASH
3,fan_in,36070,false,true,2,400.00,400.00,32,122,2,handelsbanken,CASH
3,fan_in,92267,false,true,2,400.00,400.00,32,122,2,others,CASH
3,fan_in,30542,false,true,2,400.00,400.00,32,122,2,handelsbanken,CASH
4,fan_in,4324,true,true,2,200.00,200.00,30,242,2,swedbank,CASH
4,fan_in,33472,false,true,2,200.00,200.00,30,242,2,handelsbanken,CASH
4,fan_in,70591,false,true,2,200.00,200.00,30,242,2,others,CASH
4,fan_in,63711,false,true,2,200.00,200.00,30,242,2,others,CASH
4,fan_in,30091,false,true,2,200.00,200.00,30,242,2,handelsbanken,CASH
5,fan_in,37518,true,true,2,200.00,200.00,31,260,2,handelsbanken,CASH
5,fan_in,21058,false,true,2,200.00,200.00,31,260,2,swedbank,CASH
5,fan_in,40834,false,true,2,200.00,200.00,31,260,2,handelsbanken,CASH
5,fan_in,77199,false,true,2,200.00,200.00,31,260,2,others,CASH
5,fan_in,37694,false,true,2,200.00,200.00,31,260,2,handelsbanken,CASH
6,fan_in,97151,true,true,2,500.00,500.00,37,170,2,others,CASH
6,fan_in,96032,false,true,2,500.00,500.00,37,170,2,others,CASH
6,fan_in,36671,false,true,2,500.00,500.00,37,170,2,handelsbanken,CASH
6,fan_in,61904,false,true,2,500.00,500.00,37,170,2,others,CASH
6,fan_in,14866,false,true,2,500.00,500.00,37,170,2,swedbank,CASH
6,fan_in,55696,false,true,2,500.00,500.00,37,170,2,others,CASH
7,fan_in,25067,true,true,2,700.00,700.00,34,176,2,swedbank,CASH
7,fan_in,69349,false,true,2,700.00,700.00,34,176,2,others,CASH
7,fan_in,88558,false,true,2,700.00,700.00,34,176,2,others,CASH
7,fan_in,30091,false,true,2,700.00,700.00,34,176,2,handelsbanken,CASH
7,fan_in,45551,false,true,2,700.00,700.00,34,176,2,others,CASH
7,fan_in,50842,false,true,2,700.00,700.00,34,176,2,others,CASH
7,fan_in,55201,false,true,2,700.00,700.00,34,176,2,others,CASH
8,fan_in,88726,true,true,2,600.00,600.00,107,251,2,others,CASH
8,fan_in,82401,false,true,2,600.00,600.00,107,251,2,others,CASH
8,fan_in,7218,false,true,2,600.00,600.00,107,251,2,swedbank,CASH
8,fan_in,61904,false,true,2,600.00,600.00,107,251,2,others,CASH
8,fan_in,31833,false,true,2,600.00,600.00,107,251,2,handelsbanken,CASH
9,fan_in,87896,true,true,2,300.00,300.00,210,347,2,others,CASH
9,fan_in,54941,false,true,2,300.00,300.00,210,347,2,others,CASH
9,fan_in,31014,false,true,2,300.00,300.00,210,347,2,handelsbanken,CASH
9,fan_in,8794,false,true,2,300.00,300.00,210,347,2,swedbank,CASH
9,fan_in,2777,false,true,2,300.00,300.00,210,347,2,swedbank,CASH
10,fan_in,97365,true,true,2,700.00,700.00,29,363,2,others,CASH
10,fan_in,69395,false,true,2,700.00,700.00,29,363,2,others,CASH
10,fan_in,26943,false,true,2,700.00,700.00,29,363,2,swedbank,CASH
10,fan_in,55472,false,true,2,700.00,700.00,29,363,2,others,CASH
10,fan_in,97098,false,true,2,700.00,700.00,29,363,2,others,CASH
11,fan_in,49964,true,true,2,1000.00,1000.00,82,342,2,others,CASH
11,fan_in,75827,false,true,2,1000.00,1000.00,82,342,2,others,CASH
