ACCOUNT_ID,CUSTOMER_ID,INIT_BALANCE,COUNTRY,ACCOUNT_TYPE,IS_SAR,BANK_ID
0,C_0,21095.85,SWE,I,false,bank
1,C_1,7663.65,SWE,I,false,bank
2,C_2,14410.09,SWE,I,false,bank
3,C_3,53903.61,SWE,I,false,bank
4,C_4,94237.15,SWE,I,false,bank
5,C_5,75076.33,SWE,I,false,bank
6,C_6,71069.70,SWE,I,false,bank
7,C_7,6549.13,SWE,I,false,bank
8,C_8,22928.32,SWE,I,false,bank
9,C_9,91114.49,SWE,I,true,bank
10,C_10,68871.06,SWE,I,false,bank
11,C_11,43293.58,SWE,I,false,bank
12,C_12,16743.53,SWE,I,false,bank
13,C_13,13444.16,SWE,I,false,bank
14,C_14,69646.70,SWE,I,false,bank
15,C_15,51723.68,SWE,I,false,bank
16,C_16,54521.83,SWE,I,false,bank
17,C_17,12800.01,SWE,I,false,bank
18,C_18,23227.30,SWE,I,false,bank
19,C_19,89998.73,SWE,I,false,bank
20,C_20,55704.44,SWE,I,false,bank
21,C_21,91447.19,SWE,I,false,bank
22,C_22,44981.69,SWE,I,false,bank
23,C_23,15299.83,SWE,I,true,bank
24,C_24,55641.10,SWE,I,false,bank
25,C_25,40742.03,SWE,I,false,bank
26,C_26,90645.23,SWE,I,true,bank
27,C_27,84914.60,SWE,I,false,bank
28,C_28,35087.79,SWE,I,false,bank
29,C_29,31012.77,SWE,I,false,bank
30,C_30,6437.45,SWE,I,false,bank
31,C_31,37221.45,SWE,I,false,bank
32,C_32,79070.57,SWE,I,false,bank
33,C_33,85130.14,SWE,I,false,bank
34,C_34,5733.52,SWE,I,false,bank
35,C_35,49510.23,SWE,I,false,bank
36,C_36,84906.77,SWE,I,false,bank
37,C_37,80468.14,SWE,I,false,bank
38,C_38,87379.30,SWE,I,true,bank
39,C_39,68604.58,SWE,I,false,bank
40,C_40,28496.81,SWE,I,false,bank
41,C_41,82333.09,SWE,I,false,bank
42,C_42,53899.17,SWE,I,false,bank
43,C_43,61346.81,SWE,I,false,bank
44,C_44,62338.35,SWE,I,false,bank
45,C_45,41571.68,SWE,I,false,bank
46,C_46,3875.66,SWE,I,false,bank
47,C_47,83919.63,SWE,I,false,bank
48,C_48,98190.69,SWE,I,false,bank
49,C_49,20695.17,SWE,I,false,bank
50,C_50,31091.73,SWE,I,false,bank
51,C_51,75158.50,SWE,I,false,bank
52,C_52,70087.49,SWE,I,false,bank
53,C_53,67459.32,SWE,I,false,bank
54,C_54,40665.48,SWE,I,false,bank
55,C_55,86947.12,SWE,I,false,bank
56,C_56,78225.52,SWE,I,false,bank
57,C_57,89748.09,SWE,I,false,bank
58,C_58,38121.94,SWE,I,false,bank
59,C_59,19698.28,SWE,I,false,bank
60,C_60,51360.76,SWE,I,false,bank
61,C_61,99524.94,SWE,I,false,bank
62,C_62,86049.06,SWE,I,false,bank
63,C_63,96962.10,SWE,I,false,bank
64,C_64,88442.96,SWE,I,false,bank
65,C_65,65914.57,SWE,I,false,bank
66,C_66,63723.53,SWE,I,false,bank
67,C_67,66893.20,SWE,I,false,bank
68,C_68,61233.66,SWE,I,false,bank
69,C_69,51891.98,SWE,I,false,bank
70,C_70,99881.16,SWE,I,false,bank
71,C_71,26699.10,SWE,I,false,bank
72,C_72,82059.68,SWE,I,false,bank
73,C_73,37238.94,SWE,I,false,bank
74,C_74,77320.27,SWE,I,false,bank
75,C_75,41767.44,SWE,I,false,bank
76,C_76,84027.95,SWE,I,false,bank
77,C_77,6761.78,SWE,I,false,bank
78,C_78,21674.82,SWE,I,true,bank
79,C_79,62416.55,SWE,I,true,bank
80,C_80,84431.81,SWE,I,false,bank
81,C_81,75983.74,SWE,I,false,bank
82,C_82,44452.93,SWE,I,false,bank
83,C_83,84751.82,SWE,I,false,bank
84,C_84,87443.13,SWE,I,false,bank
85,C_85,1113.79,SWE,I,false,bank
86,C_86,30179.74,SWE,I,false,bank
87,C_87,98109.62,SWE,I,false,bank
88,C_88,24895.60,SWE,I,false,bank
89,C_89,85529.57,SWE,I,false,bank
90,C_90,52089.74,SWE,I,false,bank
91,C_91,98775.12,SWE,I,false,bank
92,C_92,53327.92,SWE,I,true,bank
93,C_93,32945.70,SWE,I,false,bank
94,C_94,49532.92,SWE,I,false,bank
