alertID,reason,accountID,isMain,isSAR,modelID,minAmount,maxAmount,startStep,endStep,scheduleID,bankID,sourceType
0,fan_out,98676,true,true,1,900.00,900.00,3,185,2,bank,CASH
0,fan_out,48110,false,true,1,900.00,900.00,3,185,2,bank,CASH
0,fan_out,62526,false,true,1,900.00,900.00,3,185,2,bank,CASH
0,fan_out,86717,false,true,1,900.00,900.00,3,185,2,bank,CASH
0,fan_out,53858,false,true,1,900.00,900.00,3,185,2,bank,CASH
0,fan_out,99665,false,true,1,900.00,900.00,3,185,2,bank,CASH
0,fan_out,4527,false,true,1,900.00,900.00,3,185,2,bank,CASH
1,fan_out,96774,true,true,1,400.00,400.00,197,342,2,bank,CASH
1,fan_out,51748,false,true,1,400.00,400.00,197,342,2,bank,CASH
1,fan_out,14396,false,true,1,400.00,400.00,197,342,2,bank,CASH
1,fan_out,38065,false,true,1,400.00,400.00,197,342,2,bank,CASH
1,fan_out,47484,false,true,1,400.00,400.00,197,342,2,bank,CASH
1,fan_out,33596,false,true,1,400.00,400.00,197,342,2,bank,CASH
1,fan_out,59231,false,true,1,400.00,400.00,197,342,2,bank,CASH
2,fan_out,24090,true,true,1,700.00,700.00,48,206,2,bank,CASH
2,fan_out,7450,false,true,1,700.00,700.00,48,206,2,bank,CASH
2,fan_out,13551,false,true,1,700.00,700.00,48,206,2,bank,CASH
2,fan_out,72655,false,true,1,700.00,700.00,48,206,2,bank,CASH
2,fan_out,43777,false,true,1,700.00,700.00,48,206,2,bank,CASH
2,fan_out,6798,false,true,1,700.00,700.00,48,206,2,bank,CASH
2,fan_out,28128,false,true,1,700.00,700.00,48,206,2,bank,CASH
3,fan_out,46588,true,true,1,300.00,300.00,0,358,2,bank,CASH
3,fan_out,24604,false,true,1,300.00,300.00,0,358,2,bank,CASH
3,fan_out,13368,false,true,1,300.00,300.00,0,358,2,bank,CASH
3,fan_out,33768,false,true,1,300.00,300.00,0,358,2,bank,CASH
