alertID,reason,accountID,isMain,isSAR,modelID,minAmount,maxAmount,startStep,endStep,scheduleID,bankID,sourceType
0,fan_out,15950,true,true,1,400.00,400.00,31,252,2,bank,CASH
0,fan_out,31882,false,true,1,400.00,400.00,31,252,2,bank,CASH
0,fan_out,73,false,true,1,400.00,400.00,31,252,2,bank,CASH
0,fan_out,885,false,true,1,400.00,400.00,31,252,2,bank,CASH
0,fan_out,1294,false,true,1,400.00,400.00,31,252,2,bank,CASH
0,fan_out,25034,false,true,1,400.00,400.00,31,252,2,bank,CASH
0,fan_out,37831,false,true,1,400.00,400.00,31,252,2,bank,CASH
1,fan_out,17132,true,true,1,600.00,600.00,45,234,2,bank,CASH
1,fan_out,12193,false,true,1,600.00,600.00,45,234,2,bank,CASH
1,fan_out,27175,false,true,1,600.00,600.00,45,234,2,bank,CASH
1,fan_out,40536,false,true,1,600.00,600.00,45,234,2,bank,CASH
1,fan_out,7341,false,true,1,600.00,600.00,45,234,2,bank,CASH
1,fan_out,40703,false,true,1,600.00,600.00,45,234,2,bank,CASH
1,fan_out,48310,false,true,1,600.00,600.00,45,234,2,bank,CASH
2,fan_out,14254,true,true,1,800.00,800.00,125,200,2,bank,CASH
2,fan_out,26282,false,true,1,800.00,800.00,125,200,2,bank,CASH
2,fan_out,12963,false,true,1,800.00,800.00,125,200,2,bank,CASH
2,fan_out,45402,false,true,1,800.00,800.00,125,200,2,bank,CASH
2,fan_out,23357,false,true,1,800.00,800.00,125,200,2,bank,CASH
2,fan_out,409,false,true,1,800.00,800.00,125,200,2,bank,CASH
2,fan_out,13468,false,true,1,800.00,800.00,125,200,2,bank,CASH
3,fan_out,29714,true,true,1,1000.00,1000.00,68,344,2,bank,CASH
3,fan_out,29276,false,true,1,1000.00,1000.00,68,344,2,bank,CASH
3,fan_out,2638,false,true,1,1000.00,1000.00,68,344,2,bank,CASH
3,fan_out,42943,false,true,1,1000.00,1000.00,68,344,2,bank,CASH
3,fan_out,28084,false,true,1,1000.00,1000.00,68,344,2,bank,CASH
3,fan_out,21745,false,true,1,1000.00,1000.00,68,344,2,bank,CASH
3,fan_out,41415,false,true,1,1000.00,1000.00,68,344,2,bank,CASH
4,fan_out,41247,true,true,1,500.00,500.00,26,323,2,bank,CASH
4,fan_out,9314,false,true,1,500.00,500.00,26,323,2,bank,CASH
4,fan_out,5161,false,true,1,500.00,500.00,26,323,2,bank,CASH
4,fan_out,16385,false,true,1,500.00,500.00,26,323,2,bank,CASH
4,fan_out,277,false,true,1,500.00,500.00,26,323,2,bank,CASH
4,fan_out,26231,false,true,1,500.00,500.00,26,323,2,bank,CASH
4,fan_out,30794,false,true,1,500.00,500.00,26,323,2,bank,CASH
5,fan_out,8162,true,true,1,1000.00,1000.00,43,131,2,bank,CASH
5,fan_out,14793,false,true,1,1000.00,1000.00,43,131,2,bank,CASH
5,fan_out,25191,false,true,1,1000.00,1000.00,43,131,2,bank,CASH
5,fan_out,35459,false,true,1,1000.00,1000.00,43,131,2,bank,CASH
