ACCOUNT_ID,CUSTOMER_ID,INIT_BALANCE,COUNTRY,ACCOUNT_TYPE,IS_SAR,BANK_ID
0,C_0,85989.44,SWE,I,false,bank
1,C_1,9133.34,SWE,I,false,bank
2,C_2,47989.24,SWE,I,false,bank
3,C_3,59685.60,SWE,I,false,bank
4,C_4,84424.91,SWE,I,false,bank
5,C_5,79667.37,SWE,I,false,bank
6,C_6,62888.40,SWE,I,false,bank
7,C_7,91861.94,SWE,I,false,bank
8,C_8,39359.36,SWE,I,false,bank
9,C_9,78120.57,SWE,I,false,bank
10,C_10,30754.20,SWE,I,false,bank
11,C_11,51288.12,SWE,I,false,bank
12,C_12,20033.27,SWE,I,false,bank
13,C_13,87736.55,SWE,I,false,bank
14,C_14,32343.49,SWE,I,false,bank
15,C_15,11950.10,SWE,I,false,bank
16,C_16,8739.53,SWE,I,false,bank
17,C_17,98619.41,SWE,I,false,bank
18,C_18,41750.88,SWE,I,false,bank
19,C_19,95207.25,SWE,I,false,bank
20,C_20,26865.52,SWE,I,false,bank
21,C_21,44012.21,SWE,I,false,bank
22,C_22,26077.97,SWE,I,false,bank
23,C_23,68577.07,SWE,I,false,bank
24,C_24,21964.51,SWE,I,false,bank
25,C_25,40077.38,SWE,I,false,bank
26,C_26,84496.98,SWE,I,false,bank
27,C_27,91274.11,SWE,I,false,bank
28,C_28,41781.91,SWE,I,false,bank
29,C_29,25947.12,SWE,I,false,bank
30,C_30,81091.66,SWE,I,false,bank
31,C_31,19444.08,SWE,I,false,bank
32,C_32,84035.94,SWE,I,false,bank
33,C_33,66256.02,SWE,I,false,bank
34,C_34,87004.49,SWE,I,false,bank
35,C_35,32738.97,SWE,I,false,bank
36,C_36,51778.09,SWE,I,false,bank
37,C_37,96288.53,SWE,I,false,bank
38,C_38,47752.36,SWE,I,false,bank
39,C_39,99730.19,SWE,I,false,bank
40,C_40,46945.83,SWE,I,false,bank
41,C_41,88829.91,SWE,I,false,bank
42,C_42,36046.96,SWE,I,false,bank
43,C_43,17118.75,SWE,I,false,bank
44,C_44,75760.43,SWE,I,false,bank
45,C_45,8742.15,SWE,I,false,bank
46,C_46,79711.03,SWE,I,false,bank
47,C_47,75505.54,SWE,I,false,bank
48,C_48,10537.86,SWE,I,false,bank
49,C_49,90431.06,SWE,I,false,bank
50,C_50,81367.36,SWE,I,false,bank
51,C_51,71530.80,SWE,I,false,bank
52,C_52,38699.89,SWE,I,false,bank
53,C_53,26474.15,SWE,I,false,bank
54,C_54,86217.09,SWE,I,false,bank
55,C_55,92600.88,SWE,I,false,bank
56,C_56,1256.38,SWE,I,false,bank
57,C_57,44430.79,SWE,I,false,bank
58,C_58,74139.25,SWE,I,false,bank
59,C_59,76711.90,SWE,I,false,bank
60,C_60,71126.84,SWE,I,false,bank
61,C_61,73720.70,SWE,I,false,bank
62,C_62,88150.02,SWE,I,false,bank
63,C_63,39177.86,SWE,I,false,bank
64,C_64,7646.11,SWE,I,false,bank
65,C_65,14983.14,SWE,I,false,bank
66,C_66,98083.96,SWE,I,false,bank
67,C_67,43752.28,SWE,I,false,bank
68,C_68,39956.25,SWE,I,false,bank
69,C_69,81049.99,SWE,I,false,bank
70,C_70,83434.44,SWE,I,false,bank
71,C_71,21493.46,SWE,I,false,bank
72,C_72,28514.58,SWE,I,false,bank
73,C_73,48714.24,SWE,I,false,bank
74,C_74,15128.28,SWE,I,false,bank
75,C_75,67656.85,SWE,I,false,bank
76,C_76,31247.24,SWE,I,false,bank
